"id","info_carrier","blattangabe","blattangabe_annotat","annotat_text","annotat_tei_xml","annotat_searchstring"
"AN_0032_000119","München, Bayerische Staatsbibliothek, Clm 3941","","42v","Verweis 1: vide pl(us) i(n) (com)m(en)da(m) loÿce | p(ostea) a k(arta) .71. <sig>Buchstabe L</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000119</id></teiHeader><text><body><p><w>Verweis 1: vide pl(us) i(n) (com)m(en)da(m) loÿce | p(ostea) a k(arta) .71. </w><symbol type=""letter"" desc=""L""><w>L</w></symbol></p></body></text></TEI>","Verweis 1: vide plus in commendam loÿce postea a karta .71. Buchstabe L"
"AN_0032_000120","München, Bayerische Staatsbibliothek, Clm 3941","","42v","Verweis 2: vide (contra) loy(cam) franci#.scu(m) pet(ra)r-|cha(m) d(e) #.sec(re)to (con)flictu c(ur)a(rum) #.sua(rum) | i(n) codice cit(ri)no lactancij . a ret(ro) | lib(ro) p(rimo) k(arta) .38.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000120</id></teiHeader><text><body><p><w>Verweis 2: vide (contra) loy(cam) franciſcu(m) pet(ra)r-|cha(m) d(e) ſec(re)to (con)flictu c(ur)a(rum) ſua(rum) | i(n) codice cit(ri)no lactancij . a ret(ro) | lib(ro) p(rimo) k(arta) .38.</w></p></body></text></TEI>","Verweis 2: vide contra loycam franciſcum petrar-cham de ſecreto conflictu curarum ſuarum in codice citrino lactancij . a retro libro primo karta .38."
"AN_0032_000121","München, Bayerische Staatsbibliothek, Clm 3941","","42v","Verweis 3: (et) i(n) h(oc) codice | p(ostea) a k(arta) 230. (et) 195.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000121</id></teiHeader><text><body><p><w>Verweis 3: (et) i(n) h(oc) codice | p(ostea) a k(arta) 230. (et) 195.</w></p></body></text></TEI>","Verweis 3: et in hoc codice postea a karta 230. et 195."
"AN_0032_000122","München, Bayerische Staatsbibliothek, Clm 3941","","42v","Verweis 4: . <ul>p(e)armenides</ul> ph(ilosophus) athenie(nsis) | in cauca#.si mont(is) rup(er)e loy(cam) | i(n)ueni#.s#.se di(citur) i(n) uitas ph(ilosoph)o(rum) . | a k(arta) .38. di#.sci(pulus) fuit xenofont(is)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000122</id></teiHeader><text><body><p><w>Verweis 4: . </w><underline><w>p(e)armenides</w></underline><w> ph(ilosophus) athenie(nsis) | in caucaſi mont(is) rup(er)e loy(cam) | i(n)ueniſſe di(citur) i(n) uitas ph(ilosoph)o(rum) . | a k(arta) .38. diſci(pulus) fuit xenofont(is)</w></p></body></text></TEI>","Verweis 4: . pearmenides philosophus atheniensis in caucaſi montis rupere loycam inueniſſe dicitur in uitas philosophorum . a karta .38. diſcipulus fuit xenofontis"
"AN_0032_000123","München, Bayerische Staatsbibliothek, Clm 3941","","42v","Verweis 5: De loy(ca) excell(e)n(ter) (com)m(en)danda #.sci(ent)a(rum) #.sci(ent)a . vide loÿce | fig(ur)a(m) (et) di(vi)#.sio(nem) i(n) rhetho(r)ica noua tullij fu#.sco codice text(us) q(ua)n(titate) a fine","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000123</id></teiHeader><text><body><p><w>Verweis 5: De loy(ca) excell(e)n(ter) (com)m(en)danda ſci(ent)a(rum) ſci(ent)a . vide loÿce | fig(ur)a(m) (et) di(vi)ſio(nem) i(n) rhetho(r)ica noua tullij fuſco codice text(us) q(ua)n(titate) a fine</w></p></body></text></TEI>","Verweis 5: De loyca excellenter commendanda ſcientarum ſcienta . vide loÿce figuram et diviſionem in rhethorica noua tullij fuſco codice textus quantitate a fine"
"AN_0032_000124","München, Bayerische Staatsbibliothek, Clm 3941","","42v","Verweis 6: Logice n(e)c(ess)i(tas) (et) origo l(icet) p(ostre)ma / p(ri)ma t(ame)n an(te) phy(losophi)a(m) #.studenda | vide jn p(rimo) lib(ro) / ca(pitulo) XI dida#.scoli hugon(is) nigro codice.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000124</id></teiHeader><text><body><p><w>Verweis 6: Logice n(e)c(ess)i(tas) (et) origo l(icet) p(ostre)ma / p(ri)ma t(ame)n an(te) phy(losophi)a(m) ſtudenda | vide jn p(rimo) lib(ro) / ca(pitulo) XI didaſcoli hugon(is) nigro codice.</w></p></body></text></TEI>","Verweis 6: Logice necessitas et origo licet postrema / prima tamen ante phylosophiam ſtudenda vide jn primo libro / capitulo XI didaſcoli hugonis nigro codice."
"AN_0032_000125","München, Bayerische Staatsbibliothek, Clm 3941","","42v","Verweis 7: (contra)riu(m) q(uod) ph(ilosoph)ia pl(us) t(ra)hat | ad h(er)e#.sim q(uam) #.simplici(tas) vide | i(n) lib(ro) collect(i)onu(m) / <sic>(comm)u(n)eloq(ui)u(m)</sic> | vo(ca)tu(m) p(ar)te 4(a) d(istincti)o(n)e 4(a). c(apitulo) .3. | no(tabile) ex(emplum) d(e) #.s(an)cti(tate) vite . q(uod) | v(erb)a nil faciu(n)t #.s(ed) vita","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000125</id></teiHeader><text><body><p><w>Verweis 7: (contra)riu(m) q(uod) ph(ilosoph)ia pl(us) t(ra)hat | ad h(er)eſim q(uam) ſimplici(tas) vide | i(n) lib(ro) collect(i)onu(m) / </w><sic><w>(comm)u(n)eloq(ui)u(m)</w></sic><w> | vo(ca)tu(m) p(ar)te 4(a) d(istincti)o(n)e 4(a). c(apitulo) .3. | no(tabile) ex(emplum) d(e) ſ(an)cti(tate) vite . q(uod) | v(erb)a nil faciu(n)t ſ(ed) vita</w></p></body></text></TEI>","Verweis 7: contrarium quod philosophia plus trahat ad hereſim quam ſimplicitas vide in libro collectionum / communeloquium vocatum parte 4a distinctione 4a. capitulo .3. notabile exemplum de ſanctitate vite . quod verba nil faciunt ſed vita"
"AN_0032_000126","München, Bayerische Staatsbibliothek, Clm 3941","","43v","Verweis 1: Jt(em) #.sÿmon d(e) Ca#.s#.sio #.s(upe)r to(tum) co(rpus) eu(a)n(gelij) p(ar)te 2(a) <k>*<gb>8</gb></k> lib(ro) 40(o) ca(pitulo) dicit / #.s(i)n(e) loy(ca) theoloÿa(m) | po#.s#.se pleni(ter) d(e)f(e)ndi p(robari) (et) h(abe)ri . ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000126</id></teiHeader><text><body><p><w>Verweis 1: Jt(em) ſÿmon d(e) Caſſio ſ(upe)r to(tum) co(rpus) eu(a)n(gelij) p(ar)te 2(a) </w><k><w>*</w><gb><w>8</w></gb></k><w> lib(ro) 40(o) ca(pitulo) dicit / ſ(i)n(e) loy(ca) theoloÿa(m) | poſſe pleni(ter) d(e)f(e)ndi p(robari) (et) h(abe)ri . </w></p></body></text></TEI>","Verweis 1: Jtem ſÿmon de Caſſio ſuper totum corpus euangelij parte 2a * 8 libro 40o capitulo dicit / ſine loyca theoloÿam poſſe pleniter defendi probari et haberi ."
"AN_0032_000127","München, Bayerische Staatsbibliothek, Clm 3941","","43v","Verweis 2: Con(tra)riu(m) vi(detur) p(robari) lib(ro) p(rimo) #.s(ente)n(t)i(arum) d(e) r(e)lac(i)o(n)e p(at)r(is) ad fi(lium) a(ut) e (converso) | an r(e)la(tio) p(at)r(is) ad fi(lium) <add>a(ut) e (contrario)</add> #.sit res ab(soluta) a(ut) q(uid) #.s(upe)radditu(m) at(que) di#.stinctu(m) vt in alio folio v(er)#.s(us) #.sini#.st(ram) | pleni(us) habes.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000127</id></teiHeader><text><body><p><w>Verweis 2: Con(tra)riu(m) vi(detur) p(robari) lib(ro) p(rimo) ſ(ente)n(t)i(arum) d(e) r(e)lac(i)o(n)e p(at)r(is) ad fi(lium) a(ut) e (converso) | an r(e)la(tio) p(at)r(is) ad fi(lium) </w><add><w>a(ut) e (contrario)</w></add><w> ſit res ab(soluta) a(ut) q(uid) ſ(upe)radditu(m) at(que) diſtinctu(m) vt in alio folio v(er)ſ(us) ſiniſt(ram) | pleni(us) habes.</w></p></body></text></TEI>","Verweis 2: Contrarium videtur probari libro primo ſententiarum de relacione patris ad filium aut e converso an relatio patris ad filium aut e contrario ſit res absoluta aut quid ſuperadditum atque diſtinctum vt in alio folio verſus ſiniſtram plenius habes."
"AN_0032_000128","München, Bayerische Staatsbibliothek, Clm 3941","","43v","Verweis 3: (contra) dÿaleticos vide | et(iam) p(ostea) a k(arta) .138.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000128</id></teiHeader><text><body><p><w>Verweis 3: (contra) dÿaleticos vide | et(iam) p(ostea) a k(arta) .138.</w></p></body></text></TEI>","Verweis 3: contra dÿaleticos vide etiam postea a karta .138."
"AN_0032_000129","München, Bayerische Staatsbibliothek, Clm 3941","","43v","Verweis 4: . <ul>Aul(us) gelli(us)</ul> li(bro) .5. / .2. ca(pitulo) dicit et(iam) cau#.sa(m) p(er) adducta ex(empla) q(ua)re captio#.s(is) #.s(cilicet) dÿaletic(is) int(er)rogat(i)o(n)ib(us) | n(on) #.sit re#.spondend(um) vide vi(ri)di codice fibulato #.spi#.s#.so vbi arator Alcim(us) (et) fortu(na)t(us) <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000129</id></teiHeader><text><body><p><w>Verweis 4: . </w><underline><w>Aul(us) gelli(us)</w></underline><w> li(bro) .5. / .2. ca(pitulo) dicit et(iam) cauſa(m) p(er) adducta ex(empla) q(ua)re captioſ(is) ſ(cilicet) dÿaletic(is) int(er)rogat(i)o(n)ib(us) | n(on) ſit reſpondend(um) vide vi(ri)di codice fibulato ſpiſſo vbi arator Alcim(us) (et) fortu(na)t(us) </w></p></body></text></TEI>","Verweis 4: . Aulus gellius libro .5. / .2. capitulo dicit etiam cauſam per adducta exempla quare captioſis ſcilicet dÿaleticis interrogationibus non ſit reſpondendum vide viridi codice fibulato ſpiſſo vbi arator Alcimus et fortunatus"
"AN_0032_000130","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 1: d(e) (com)m(en)da rheto(r)ice vide or(ati)o(nem) guarini jn lib(ro) ru#.s#.so #.spÿ#.s#.so Ep(isto)la(rum) Orato(rum) a k(arta) .39. jbid(em) a k(arta) .74.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000130</id></teiHeader><text><body><p><w>Verweis 1: d(e) (com)m(en)da rheto(r)ice vide or(ati)o(nem) guarini jn lib(ro) ruſſo ſpÿſſo Ep(isto)la(rum) Orato(rum) a k(arta) .39. jbid(em) a k(arta) .74.</w></p></body></text></TEI>","Verweis 1: de commenda rhetorice vide orationem guarini jn libro ruſſo ſpÿſſo Epistolarum Oratorum a karta .39. jbidem a karta .74."
"AN_0032_000131","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 2: (com)m(en)da | poe#.sis <del>(contra)</del> ult(ra) legi#.stas canoni#.stas (et) theologos p(rimi) Rot(e)nbeck d(e) rebdorff (etc) jbid(em) .102.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000131</id></teiHeader><text><body><p><w>Verweis 2: (com)m(en)da | poeſis </w><del><w>(contra)</w></del><w> ult(ra) legiſtas canoniſtas (et) theologos p(rimi) Rot(e)nbeck d(e) rebdorff (etc) jbid(em) .102.</w></p></body></text></TEI>","Verweis 2: commenda poeſis contra ultra legiſtas canoniſtas et theologos primi Rotenbeck de rebdorff etc jbidem .102."
"AN_0032_000132","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 3: <sic>vid</sic> e(ciam) p(ostea) | def(e)n#.sio(nem) poeta(rum) cu(m) eo(rum) (com)m(en)da p(ostea) a k(arta) .64. /","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000132</id></teiHeader><text><body><p><w>Verweis 3: </w><sic><w>vid</w></sic><w> e(ciam) p(ostea) | def(e)nſio(nem) poeta(rum) cu(m) eo(rum) (com)m(en)da p(ostea) a k(arta) .64. /</w></p></body></text></TEI>","Verweis 3: vid eciam postea defenſionem poetarum cum eorum commenda postea a karta .64. /"
"AN_0032_000133","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 4: Eloq(uentia) q(uomodo) (com)p(ar)a(tur) nauigat(i)o(n)i (et) m(er)cancie vide | an(tea) a k(arta) .29. <sig>liegender Halbmond</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000133</id></teiHeader><text><body><p><w>Verweis 4: Eloq(uentia) q(uomodo) (com)p(ar)a(tur) nauigat(i)o(n)i (et) m(er)cancie vide | an(tea) a k(arta) .29. </w><symbol type=""liegender Halbmond""/></p></body></text></TEI>","Verweis 4: Eloquentia quomodo comparatur nauigationi et mercancie vide antea a karta .29. liegender Halbmond"
"AN_0032_000134","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 5: d(e) (com)m(en)da poe#.s(is) vide i(n) ep(isto)la q(ua)da(m) guarini i(n) oculo m(un)di a k(arta) 204 <sig>Buchstabe E</sig> | ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000134</id></teiHeader><text><body><p><w>Verweis 5: d(e) (com)m(en)da poeſ(is) vide i(n) ep(isto)la q(ua)da(m) guarini i(n) oculo m(un)di a k(arta) 204 </w><symbol type=""letter"" desc=""E""><w>E</w></symbol><w> | </w></p></body></text></TEI>","Verweis 5: de commenda poeſis vide in epistola quadam guarini in oculo mundi a karta 204 Buchstabe E "
"AN_0032_000135","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 6: (et) i(n) h(oc) codice p(ostea) a k(arta) .64.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000135</id></teiHeader><text><body><p><w>Verweis 6: (et) i(n) h(oc) codice p(ostea) a k(arta) .64.</w></p></body></text></TEI>","Verweis 6: et in hoc codice postea a karta .64."
"AN_0032_000136","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 7: diffinic(i)o(nem) rheto(r)ice | vide p(ostea) a k(arta) .92.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000136</id></teiHeader><text><body><p><w>Verweis 7: diffinic(i)o(nem) rheto(r)ice | vide p(ostea) a k(arta) .92.</w></p></body></text></TEI>","Verweis 7: diffinicionem rhetorice vide postea a karta .92."
"AN_0032_000137","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 8: Et a k(arta) .138. vide d(e) rheto(rica)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000137</id></teiHeader><text><body><p><w>Verweis 8: Et a k(arta) .138. vide d(e) rheto(rica)</w></p></body></text></TEI>","Verweis 8: Et a karta .138. vide de rhetorica"
"AN_0032_000138","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 9 (‚Klassiker‘): Rheto(r)ica e(st) p(ar)s iuris | ciuilis (et) (com)p(re)h(e)ndi(tur) #.sub | ph(ilosoph)ia . ar(istoteles) i(n) p(ri)n(cipio) p(ri)mi | rhetho(r)ico(rum) (com)p(re)h(e)ndit ea(m) | #.sub loy(ca) r(ati)o(ne)s p(er) #.si(mi)les q(uia) a(ut) | app(ro)bare a(ut) refutare wlt /.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000138</id></teiHeader><text><body><p><w>Verweis 9 (‚Klassiker‘): Rheto(r)ica e(st) p(ar)s iuris | ciuilis (et) (com)p(re)h(e)ndi(tur) ſub | ph(ilosoph)ia . ar(istoteles) i(n) p(ri)n(cipio) p(ri)mi | rhetho(r)ico(rum) (com)p(re)h(e)ndit ea(m) | ſub loy(ca) r(ati)o(ne)s p(er) ſi(mi)les q(uia) a(ut) | app(ro)bare a(ut) refutare wlt /.</w></p></body></text></TEI>","Verweis 9 ‚Klassiker‘: Rhetorica est pars iuris ciuilis et comprehenditur ſub philosophia . aristoteles in principio primi rhethoricorum comprehendit eam ſub loyca rationes per ſimiles quia aut approbare aut refutare wlt /."
"AN_0032_000139","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 10: (contra) eos q(ui) poet(ri)e ad|u(er)#.sant(ur) vide p(ost) a k(arta) | .66. <sic>leoanrd(um)</sic> areti(num) | i(n) ep(isto)la ad colluciu(m) | c(ir)ca fi(n)e(m)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000139</id></teiHeader><text><body><p><w>Verweis 10: (contra) eos q(ui) poet(ri)e ad|u(er)ſant(ur) vide p(ost) a k(arta) | .66. </w><sic><w>leoanrd(um)</w></sic><w> areti(num) | i(n) ep(isto)la ad colluciu(m) | c(ir)ca fi(n)e(m)</w></p></body></text></TEI>","Verweis 10: contra eos qui poetrie aduerſantur vide post a karta .66. leoanrdum aretinum in epistola ad collucium circa finem"
"AN_0032_000140","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 11: Et i(n) nig(ro) codice plauti i(n) p(rimo) | li(bro) fran(cisci) pet(ra)rche | rer(um) fa(m)iliariu(m) a fi(n)e | (contra) dialeticos poe#.si(m) | impug(na)ntes k(arta) .240","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000140</id></teiHeader><text><body><p><w>Verweis 11: Et i(n) nig(ro) codice plauti i(n) p(rimo) | li(bro) fran(cisci) pet(ra)rche | rer(um) fa(m)iliariu(m) a fi(n)e | (contra) dialeticos poeſi(m) | impug(na)ntes k(arta) .240</w></p></body></text></TEI>","Verweis 11: Et in nigro codice plauti in primo libro francisci petrarche rerum familiarium a fine contra dialeticos poeſim impugnantes karta .240"
"AN_0032_000141","München, Bayerische Staatsbibliothek, Clm 3941","","44v","Verweis 12: (et) in lactan(tio) a k(arta) .266. | i(n) dÿalogo mafeij <sic>pheij</sic>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000141</id></teiHeader><text><body><p><w>Verweis 12: (et) in lactan(tio) a k(arta) .266. | i(n) dÿalogo mafeij </w><sic><w>pheij</w></sic></p></body></text></TEI>","Verweis 12: et in lactantio a karta .266. in dÿalogo mafeij pheij"
"AN_0032_000142","München, Bayerische Staatsbibliothek, Clm 3941","","46v","Verweis 1: vide lati(us) t(ra)c(tatu) <ul>infor(ma)tiuu(m)</ul> rhetho(r)ice p(ostea) a k(arta) 80(a) (et) 92 / ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000142</id></teiHeader><text><body><p><w>Verweis 1: vide lati(us) t(ra)c(tatu) </w><underline><w>infor(ma)tiuu(m)</w></underline><w> rhetho(r)ice p(ostea) a k(arta) 80(a) (et) 92 / </w></p></body></text></TEI>","Verweis 1: vide latius tractatu informatiuum rhethorice postea a karta 80a et 92 /"
"AN_0032_000143","München, Bayerische Staatsbibliothek, Clm 3941","","46v","Verweis 2: d(e) colo(r)ib(us) rhetho(r)ica(libus) | .99.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000143</id></teiHeader><text><body><p><w>Verweis 2: d(e) colo(r)ib(us) rhetho(r)ica(libus) | .99.</w></p></body></text></TEI>","Verweis 2: de coloribus rhethoricalibus .99."
"AN_0032_000144","München, Bayerische Staatsbibliothek, Clm 3941","","46v","Verweis 3: Et d(e) (con)ficiend(is) ep(isto)lis .104.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000144</id></teiHeader><text><body><p><w>Verweis 3: Et d(e) (con)ficiend(is) ep(isto)lis .104.</w></p></body></text></TEI>","Verweis 3: Et de conficiendis epistolis .104."
"AN_0032_000145","München, Bayerische Staatsbibliothek, Clm 3941","","46v","Verweis 4: Et jn Codice #.speculi (vir)gi(num) albo de b(ea)ta dorothea ret(ro) | vide om(ne)s colo(re)s rhethoricales expeditos (et) #.s(uf)f(icie)n(ter) declaratos.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000145</id></teiHeader><text><body><p><w>Verweis 4: Et jn Codice ſpeculi (vir)gi(num) albo de b(ea)ta dorothea ret(ro) | vide om(ne)s colo(re)s rhethoricales expeditos (et) ſ(uf)f(icie)n(ter) declaratos.</w></p></body></text></TEI>","Verweis 4: Et jn Codice ſpeculi virginum albo de beata dorothea retro vide omnes colores rhethoricales expeditos et ſufficienter declaratos."
"AN_0032_000146","München, Bayerische Staatsbibliothek, Clm 3941","","47r","Quellenangabe: hec d(e)or#.su(m) ex | p(re)feac(i)o(n)e vdalrici | co#.smiprot(is) filij | q(uam) ad audien(tes) #.sco|la(r)es p(er)orauit | du(m) e(ciam) Therentiu(m) | lege(re) inchoar(et)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000146</id></teiHeader><text><body><p><w>Quellenangabe: hec d(e)orſu(m) ex | p(re)feac(i)o(n)e vdalrici | coſmiprot(is) filij | q(uam) ad audien(tes) ſco|la(r)es p(er)orauit | du(m) e(ciam) Therentiu(m) | lege(re) inchoar(et)</w></p></body></text></TEI>","Quellenangabe: hec deorſum ex prefeacione vdalrici coſmiprotis filij quam ad audientes ſcolares perorauit dum eciam Therentium legere inchoaret"
"AN_0032_000147","München, Bayerische Staatsbibliothek, Clm 3941","","47r","Verweis 1: vide d(e) #.s(an)ctitate (com)m(en)daq(ue) poeta(rum) p(ostea) a k(arta) 64 <sig>Buchstabe B</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000147</id></teiHeader><text><body><p><w>Verweis 1: vide d(e) ſ(an)ctitate (com)m(en)daq(ue) poeta(rum) p(ostea) a k(arta) 64 </w><symbol type=""letter"" desc=""B""><w>B</w></symbol></p></body></text></TEI>","Verweis 1: vide de ſanctitate commendaque poetarum postea a karta 64 Buchstabe B"
"AN_0032_000148","München, Bayerische Staatsbibliothek, Clm 3941","","47r","Verweis 2: (et) an(te) .45. karta <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000148</id></teiHeader><text><body><p><w>Verweis 2: (et) an(te) .45. karta </w></p></body></text></TEI>","Verweis 2: et ante .45. karta"
"AN_0032_000149","München, Bayerische Staatsbibliothek, Clm 3941","","47r","Verweis 3: M(a)gn(us) Ba#.sili(us) i(n) #.suo libello inq(uit) ut p(ostea) h(ab)es k(arta) 225.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000149</id></teiHeader><text><body><p><w>Verweis 3: M(a)gn(us) Baſili(us) i(n) ſuo libello inq(uit) ut p(ostea) h(ab)es k(arta) 225.</w></p></body></text></TEI>","Verweis 3: Magnus Baſilius in ſuo libello inquit ut postea habes karta 225."
"AN_0032_000150","München, Bayerische Staatsbibliothek, Clm 3941","","47r","Verweis 4: vide ad id(em) aug(ustinum) (contra) eos q(ui) dic(un)t poetas figmenta #.seu mendacia dic(er)e / in Codice #.spi#.s#-so ru#.s#.so | ep(isto)la(rum) poeti(calium) a k(arta) 380. /","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000150</id></teiHeader><text><body><p><w>Verweis 4: vide ad id(em) aug(ustinum) (contra) eos q(ui) dic(un)t poetas figmenta ſeu mendacia dic(er)e / in Codice ſpiſ#-so ruſſo | ep(isto)la(rum) poeti(calium) a k(arta) 380. /</w></p></body></text></TEI>","Verweis 4: vide ad idem augustinum contra eos qui dicunt poetas figmenta ſeu mendacia dicere / in Codice ſpiſ#-so ruſſo epistolarum poeticalium a karta 380. /"
"AN_0032_000151","München, Bayerische Staatsbibliothek, Clm 3941","","47r","Verweis 5: vide (et) p(ostea) ad hoc leonard(um) areti(num) i(n) ep(isto)la ad colluciu(m) q(uam) i(n) p(re)fac(i)o(nem) libelli m(a)gni ba#.silij ab eod(em) leonardo i(n)t(er)p(re)tati mi#.sit a k(arta) .66. c(ir)ca fi(n)e(m) ep(sto)le <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000151</id></teiHeader><text><body><p><w>Verweis 5: vide (et) p(ostea) ad hoc leonard(um) areti(num) i(n) ep(isto)la ad colluciu(m) q(uam) i(n) p(re)fac(i)o(nem) libelli m(a)gni baſilij ab eod(em) leonardo i(n)t(er)p(re)tati miſit a k(arta) .66. c(ir)ca fi(n)e(m) ep(sto)le </w></p></body></text></TEI>","Verweis 5: vide et postea ad hoc leonardum aretinum in epistola ad collucium quam in prefacionem libelli magni baſilij ab eodem leonardo interpretati miſit a karta .66. circa finem epstole"
"AN_0032_000152","München, Bayerische Staatsbibliothek, Clm 3941","","47r","Verweis 6: vide ad id(em) p(ro) poet(is) <k >l<gb>e#.s#.se</gb></k> leg(e)nd(is) in codice cit(ri)no ep(isto)la(rum) k(arta) .194.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000152</id></teiHeader><text><body><p><w>Verweis 6: vide ad id(em) p(ro) poet(is) </w><k><w>l</w><gb><w>eſſe</w></gb></k><w> leg(e)nd(is) in codice cit(ri)no ep(isto)la(rum) k(arta) .194.</w></p></body></text></TEI>","Verweis 6: vide ad idem pro poetis l eſſe legendis in codice citrino epistolarum karta .194."
"AN_0032_000153","München, Bayerische Staatsbibliothek, Clm 3941","","47r","Verweis 7: Et jn tabula theologÿe | in m(en)daciu(m) jn margine inf(er)i(us).","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000153</id></teiHeader><text><body><p><w>Verweis 7: Et jn tabula theologÿe | in m(en)daciu(m) jn margine inf(er)i(us).</w></p></body></text></TEI>","Verweis 7: Et jn tabula theologÿe in mendacium jn margine inferius."
"AN_0032_000154","München, Bayerische Staatsbibliothek, Clm 3941","","47v","Verweis: vide d(e) nu(mer)is pl(us) i(n) lib(ro) | d(e) p(ro)p(ri)etatib(us) re(rum) / li(bro) | 19(uo) c(apitulo) 6(o) a k(arta) 436.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000154</id></teiHeader><text><body><p><w>vide d(e) nu(mer)is pl(us) i(n) lib(ro) | d(e) p(ro)p(ri)etatib(us) re(rum) / li(bro) | 19(uo) c(apitulo) 6(o) a k(arta) 436.</w></p></body></text></TEI>","vide de numeris plus in libro de proprietatibus rerum / libro 19uo capitulo 6o a karta 436."
"AN_0032_000155","München, Bayerische Staatsbibliothek, Clm 3941","","48v","Verweis 1: vide d(e) h(oc) i(n) lib(ro) d(e) | p(ro)p(ri)etatib(us) re(rum) / li(bro) | 19(uo) c(apitulo) .7. a k(arta) 441","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0032_000155</id></teiHeader><text><body><p><w>Verweis 1: vide d(e) h(oc) i(n) lib(ro) d(e) | p(ro)p(ri)etatib(us) re(rum) / li(bro) | 19(uo) c(apitulo) .7. a k(arta) 441</w></p></body></text></TEI>","Verweis 1: vide de hoc in libro de proprietatibus rerum / libro 19uo capitulo .7. a karta 441"
